,State,AreaName,M_Poverty,F_Poverty,Med_Income,Med_Income_White,Med_Income_Black,Med_Income_Nat_Am,Med_Income_Asian,Hispanic,Incidence_Rate,Avg_Ann_Incidence,Mortality_Rate,Avg_Ann_Deaths,All_With,All_Without,Population
1034,KY,"Harlan County, Kentucky",3763,4898,25814.0,25892.0,23417.0,15833.0,250001.0,,1276.0,48,95.3,34,23862,4058,27920
1035,KY,"Harrison County, Kentucky",1749,2320,35681.0,36803.0,,,,30259.0,958.0,23,65.1,15,15644,2800,18444
1036,KY,"Hart County, Kentucky",2082,2425,34774.0,35542.0,20000.0,,,41806.0,1145.0,27,90.2,21,15355,2832,18187
1037,KY,"Henderson County, Kentucky",3810,4792,41036.0,42762.0,24167.0,,59318.0,36625.0,978.0,54,67.5,38,40640,4788,45428
1038,KY,"Henry County, Kentucky",1226,1572,46495.0,46990.0,29773.0,,,,1093.0,21,89.3,17,13686,1691,15377
1039,KY,"Hickman County, Kentucky",284,391,41218.0,42468.0,23250.0,,,,80.0,6,66.4,5,3905,615,4520
1040,KY,"Hopkins County, Kentucky",3301,4498,42346.0,43829.0,28750.0,,,51458.0,899.0,55,66.6,41,39965,5544,45509
1041,KY,"Jackson County, Kentucky",1963,2200,29826.0,29925.0,,,,,1183.0,20,104.6,17,11049,2156,13205
1042,KY,"Jefferson County, Kentucky",54397,67286,48695.0,54330.0,29245.0,50214.0,64884.0,39010.0,896.0,759,60.5,512,668296,79273,747569
1043,KY,"Jessamine County, Kentucky",4128,5062,50558.0,51302.0,32083.0,43750.0,,30809.0,89.0,44,59.7,29,44189,5561,49750
1044,KY,"Johnson County, Kentucky",2721,3256,35570.0,35482.0,,,111250.0,2499.0,113.0,33,92.5,27,20436,2471,22907
1045,KY,"Kenton County, Kentucky",10164,13268,54296.0,56285.0,24928.0,18688.0,53750.0,45236.0,903.0,145,65.0,102,144789,16668,161457
1046,KY,"Knott County, Kentucky",1935,2373,30411.0,30757.0,23333.0,,,,1161.0,23,85.9,17,13628,2190,15818
1047,KY,"Knox County, Kentucky",4551,5542,26599.0,26499.0,38750.0,,,33526.0,125.0,50,85.9,33,27263,4200,31463
1048,KY,"Larue County, Kentucky",1058,1402,38578.0,39216.0,33631.0,,,,746.0,14,60.6,11,12402,1465,13867
1049,KY,"Laurel County, Kentucky",6216,7372,36020.0,35971.0,,26071.0,60405.0,42661.0,891.0,61,74.4,50,50472,8539,59011
1050,KY,"Lawrence County, Kentucky",1619,1929,35935.0,36222.0,,,,63224.0,1139.0,22,85.1,16,13698,2011,15709
1051,KY,"Lee County, Kentucky",952,1051,22698.0,22759.0,,,,,1177.0,11,90.8,9,5439,855,6294
1052,KY,"Leslie County, Kentucky",1360,1691,25872.0,26399.0,,,,,1518.0,22,110.3,16,9444,1305,10749
1053,KY,"Letcher County, Kentucky",3158,3456,30333.0,30367.0,,,,,1185.0,37,96.1,29,20369,3111,23480
1054,KY,"Lewis County, Kentucky",1885,2266,28630.0,28691.0,,,,,1126.0,19,84.1,14,11620,2022,13642
1055,KY,"Lincoln County, Kentucky",2656,3383,37139.0,37109.0,36797.0,,,125194.0,985.0,31,71.6,22,20701,3586,24287
1056,KY,"Livingston County, Kentucky",518,844,42171.0,41909.0,,,,,1131.0,16,81.6,12,8528,804,9332
1057,KY,"Logan County, Kentucky",2411,2692,38570.0,40257.0,18370.0,,,,1035.0,36,77.8,26,22787,3793,26580
1058,KY,"Lyon County, Kentucky",340,662,46931.0,46921.0,,,,,864.0,12,59.5,8,6287,774,7061
1059,KY,"McCracken County, Kentucky",4614,6149,44067.0,46536.0,25146.0,,95455.0,37162.0,809.0,72,55.6,49,57588,6673,64261
1060,KY,"McCreary County, Kentucky",3259,3464,19328.0,19340.0,,,,,1575.0,31,111.1,22,14489,1933,16422
1061,KY,"McLean County, Kentucky",1026,957,40770.0,41250.0,53250.0,,,31250.0,1017.0,14,68.1,9,8464,952,9416
1062,KY,"Madison County, Kentucky",7821,8971,42390.0,43664.0,20463.0,,47132.0,28967.0,916.0,76,73.8,60,75780,9247,85027
1063,KY,"Magoffin County, Kentucky",1659,2013,28500.0,28467.0,,,,,1097.0,16,73.0,10,11141,1737,12878
1064,KY,"Marion County, Kentucky",1646,2138,38826.0,40385.0,22004.0,,56765.0,36354.0,1008.0,22,69.1,15,16819,1855,18674
1065,KY,"Marshall County, Kentucky",1524,1763,45212.0,45610.0,,,,41932.0,829.0,40,60.9,29,28096,2565,30661
1066,KY,"Martin County, Kentucky",1753,2143,25795.0,25940.0,,,,,1451.0,20,109.1,14,9449,1682,11131
1067,KY,"Mason County, Kentucky",1549,1538,38824.0,40041.0,20365.0,,,,1237.0,27,86.6,19,15105,1884,16989
1068,KY,"Meade County, Kentucky",2187,2623,49884.0,50524.0,39609.0,,,57383.0,1181.0,33,87.0,24,24700,3517,28217
1069,KY,"Menifee County, Kentucky",917,934,31503.0,32037.0,,,,,1246.0,11,106.0,9,5416,850,6266
1070,KY,"Mercer County, Kentucky",1709,2153,42083.0,42638.0,41429.0,,,69500.0,933.0,27,67.2,19,18895,2286,21181
1071,KY,"Metcalfe County, Kentucky",932,1226,32294.0,33458.0,17292.0,,,30893.0,1077.0,15,84.0,11,8212,1679,9891
1072,KY,"Monroe County, Kentucky",1363,1574,31045.0,30870.0,39539.0,,,31442.0,1068.0,16,84.3,12,9477,1118,10595
1073,KY,"Montgomery County, Kentucky",3141,3815,39275.0,39172.0,29079.0,,,,948.0,29,68.7,21,23000,3808,26808
1074,KY,"Morgan County, Kentucky",1464,1785,29707.0,29946.0,,,,,989.0,16,81.5,13,10453,1319,11772
1075,KY,"Muhlenberg County, Kentucky",2750,3250,38961.0,39846.0,22715.0,,,,1026.0,42,77.3,32,26464,3819,30283
1076,KY,"Nelson County, Kentucky",3347,3725,49298.0,50470.0,28939.0,25833.0,55962.0,11462.0,904.0,42,64.2,30,40245,4025,44270
1077,KY,"Nicholas County, Kentucky",754,870,36097.0,36763.0,23750.0,,,,1065.0,10,89.6,8,5864,1105,6969
1078,KY,"Ohio County, Kentucky",2466,2742,40189.0,39814.0,,,,44250.0,1248.0,38,94.6,28,21209,2543,23752
1079,KY,"Oldham County, Kentucky",1271,2232,85452.0,85894.0,81250.0,65690.0,167344.0,49375.0,772.0,43,51.6,27,55641,3178,58819
1080,KY,"Owen County, Kentucky",810,970,41934.0,42342.0,36574.0,,,35417.0,912.0,12,50.6,7,9736,956,10692
1081,KY,"Owsley County, Kentucky",810,900,20985.0,20618.0,,,,,1481.0,9,118.5,8,3987,547,4534
1082,KY,"Pendleton County, Kentucky",875,1313,48353.0,49368.0,,,,93693.0,979.0,16,67.4,11,13184,1234,14418
1083,KY,"Perry County, Kentucky",2903,3991,32667.0,31911.0,93000.0,,,,1397.0,49,125.6,43,23526,3865,27391
1084,KY,"Pike County, Kentucky",6146,8110,33183.0,32965.0,41821.0,,,30147.0,123.0,98,85.4,67,55670,7026,62696
1085,KY,"Powell County, Kentucky",1361,2031,29736.0,30476.0,,,,16688.0,1529.0,23,125.3,18,10682,1543,12225
1086,KY,"Pulaski County, Kentucky",7900,8597,34790.0,34838.0,27907.0,77782.0,43906.0,18510.0,936.0,80,74.7,63,55451,7386,62837
1087,KY,"Robertson County, Kentucky",215,258,31741.0,31830.0,,,,,1118.0,4,,*,1950,197,2147
1088,KY,"Rockcastle County, Kentucky",1907,2198,31555.0,31778.0,,,,,1181.0,25,89.2,19,14872,1772,16644
1089,KY,"Rowan County, Kentucky",2340,3070,36860.0,35812.0,41224.0,,,,924.0,22,69.6,16,20119,3268,23387
1090,KY,"Russell County, Kentucky",2055,2420,30720.0,30930.0,41500.0,,,,1024.0,25,84.1,21,14958,2567,17525
1091,KY,"Scott County, Kentucky",2152,3180,63027.0,65456.0,40868.0,,74625.0,34120.0,873.0,37,59.5,24,45300,4641,49941
1092,KY,"Shelby County, Kentucky",2671,2895,60324.0,61765.0,40270.0,,,28833.0,766.0,36,47.8,22,37662,5313,42975
1093,KY,"Simpson County, Kentucky",1486,1987,39679.0,45173.0,25527.0,,,8657.0,1065.0,22,81.7,17,15155,2231,17386
1094,KY,"Spencer County, Kentucky",577,889,63000.0,63492.0,91140.0,,,60577.0,848.0,15,59.0,10,16188,1266,17454
1095,KY,"Taylor County, Kentucky",2390,3268,33340.0,33879.0,25887.0,,,,1002.0,32,81.6,26,21100,3538,24638
1096,KY,"Todd County, Kentucky",927,1350,40497.0,42892.0,29779.0,,,,831.0,12,65.1,9,9854,2438,12292
1097,KY,"Trigg County, Kentucky",1030,1470,44083.0,45793.0,23917.0,,,57692.0,946.0,20,80.6,17,11887,2279,14166
1098,KY,"Trimble County, Kentucky",737,749,47409.0,47091.0,,,,51810.0,1132.0,12,91.9,9,7661,1122,8783
1099,KY,"Union County, Kentucky",2171,1920,40120.0,41385.0,18750.0,,,41250.0,1064.0,17,78.2,13,12883,2100,14983
1100,KY,"Warren County, Kentucky",9159,11888,44911.0,48292.0,31564.0,58558.0,38750.0,35335.0,913.0,100,65.5,70,103867,13811,117678
1101,KY,"Washington County, Kentucky",969,1065,40976.0,42935.0,34429.0,,,12222.0,805.0,12,60.6,9,10535,1250,11785
1102,KY,"Wayne County, Kentucky",2505,2972,28573.0,29326.0,,,,13966.0,1017.0,28,79.5,22,17806,2541,20347
1103,KY,"Webster County, Kentucky",1117,1179,38917.0,39085.0,36806.0,,,31528.0,1091.0,19,73.7,13,11506,1558,13064
1104,KY,"Whitley County, Kentucky",4030,4841,31014.0,31014.0,16346.0,102778.0,,,1224.0,50,95.6,39,30591,4582,35173
1105,KY,"Wolfe County, Kentucky",1537,1521,20504.0,20818.0,,,,,1183.0,11,77.6,7,6283,853,7136
1106,KY,"Woodford County, Kentucky",1279,1980,58750.0,60568.0,37000.0,,,33803.0,682.0,20,51.9,15,22888,2311,25199
